true,pred,pred_4,pred_8
92,86.21382904052734,86.262451171875,86.4087142944336
28,25.770084381103516,25.77333641052246,25.782867431640625
575,566.4548950195312,566.1366577148438,559.0343627929688
68,62.38439178466797,62.391841888427734,62.413944244384766
146,143.46412658691406,143.49945068359375,142.72763061523438
165,162.62281799316406,162.6861114501953,161.31289672851562
88,80.51199340820312,80.54825592041016,80.6604232788086
33,29.703956604003906,29.707284927368164,29.717262268066406
31,28.447973251342773,28.450490951538086,28.458656311035156
80,79.01348876953125,79.01907348632812,79.03746032714844
136,133.08148193359375,133.0884552001953,133.12008666992188
150,149.22621154785156,150.86241149902344,148.4660186767578
101,99.48313903808594,99.48761749267578,99.5152359008789
109,107.71711730957031,107.7479476928711,108.00045013427734
283,276.4305114746094,276.7760009765625,279.6446838378906
115,110.02806091308594,110.05964660644531,110.15081787109375
300,287.3755187988281,287.9294128417969,289.4647521972656
84,79.44392395019531,79.52462005615234,79.84434509277344
35,33.117515563964844,33.120948791503906,33.130985260009766
41,38.99853515625,38.999610900878906,39.0030632019043
168,166.7073974609375,166.71376037597656,163.3525848388672
125,123.0606918334961,123.08738708496094,123.5029067993164
522,517.8150024414062,517.138916015625,531.0719604492188
146,144.7494659423828,144.82081604003906,147.1969757080078
90,84.18549346923828,84.25767517089844,84.41873931884766
27,23.60080337524414,23.607227325439453,23.626249313354492
132,130.07896423339844,130.10122680664062,130.38082885742188
130,126.80741119384766,126.85497283935547,127.56825256347656
94,87.17776489257812,87.22370910644531,87.44145202636719
132,131.39537048339844,131.3971710205078,131.34812927246094
111,106.10186004638672,106.14490509033203,106.30178833007812
578,570.2488403320312,570.81396484375,556.7293701171875
15,13.219852447509766,13.221189498901367,13.225119590759277
77,73.89328002929688,73.95417022705078,74.12249755859375
188,186.41793823242188,186.65904235839844,186.43775939941406
33,29.30599594116211,29.313859939575195,29.337312698364258
157,152.52804565429688,152.56260681152344,152.89125061035156
50,48.844017028808594,48.85563278198242,48.91968536376953
32,29.912038803100586,29.91704750061035,29.931852340698242
134,129.85263061523438,129.92269897460938,129.7602996826172
190,185.71170043945312,185.76548767089844,186.0590362548828
146,142.75123596191406,142.7837677001953,142.84266662597656
209,206.77613830566406,206.81297302246094,207.2154541015625
36,34.06999206542969,34.074764251708984,34.088340759277344
58,56.03935623168945,56.045310974121094,56.06229019165039
104,101.66992950439453,101.70974731445312,102.24069213867188
220,215.51914978027344,215.95738220214844,220.61148071289062
168,162.83206176757812,162.9228515625,163.47476196289062
58,53.98076629638672,53.99311828613281,54.029972076416016
136,134.10902404785156,133.84063720703125,137.0417938232422
78,73.64666748046875,73.65875244140625,73.67070007324219
211,209.45668029785156,209.3673553466797,208.42987060546875
204,198.4073028564453,198.53036499023438,198.33889770507812
98,92.26402282714844,92.29682922363281,92.42621612548828
159,156.2012481689453,156.1988525390625,156.395751953125
143,135.34495544433594,135.4456024169922,135.6000518798828
169,161.87255859375,161.97959899902344,163.3985137939453
178,177.14039611816406,177.12818908691406,178.4610137939453
118,114.77000427246094,114.77986145019531,114.67939758300781
169,166.02972412109375,166.86170959472656,174.7172393798828
252,249.80584716796875,252.12474060058594,254.0558319091797
162,160.33853149414062,160.35662841796875,160.93319702148438
86,84.72994995117188,84.74893951416016,84.80645751953125
251,246.64227294921875,246.7454833984375,246.8625946044922
79,77.95237731933594,77.9547119140625,77.961181640625
31,28.23433494567871,28.24305534362793,28.26912498474121
96,90.74725341796875,90.83627319335938,90.90393829345703
415,412.8467712402344,418.69415283203125,408.01104736328125
65,62.5672721862793,62.574886322021484,62.597530364990234
73,68.79227447509766,68.81570434570312,68.88401794433594
125,122.65335083007812,122.71243286132812,123.2777328491211
168,161.0520782470703,161.1476287841797,161.29493713378906
157,155.50558471679688,155.50938415527344,155.08599853515625
168,165.9989013671875,166.0145721435547,166.0653839111328
346,343.7641906738281,344.53778076171875,347.96392822265625
97,94.11849212646484,94.14501190185547,94.20442199707031
282,280.6559753417969,283.29205322265625,276.9576721191406
40,38.53468322753906,38.53724670410156,38.52283477783203
156,153.9453582763672,153.9963836669922,151.85934448242188
109,103.55136108398438,103.59907531738281,103.7009048461914
161,156.3424072265625,156.38058471679688,156.52101135253906
302,300.6575622558594,302.593017578125,285.6772766113281
89,87.82874298095703,87.82996368408203,87.83515930175781
59,56.46257019042969,56.46909713745117,56.488616943359375
34,29.696664810180664,29.70211410522461,29.718273162841797
28,25.526277542114258,25.53348731994629,25.554594039916992
41,36.65902328491211,36.663700103759766,36.67766571044922
151,148.19471740722656,148.09408569335938,151.94168090820312
36,32.733497619628906,32.74038314819336,32.76252365112305
105,101.93598175048828,101.943603515625,101.96269989013672
29,24.42214584350586,24.423843383789062,24.428735733032227
28,26.313777923583984,26.314102172851562,26.315214157104492
63,58.233680725097656,58.23968505859375,58.257469177246094
276,272.7151184082031,272.9194641113281,272.8803405761719
130,124.22103881835938,124.34941101074219,123.96205139160156
25,21.070741653442383,21.072385787963867,21.077604293823242
67,64.93206787109375,64.9453125,65.05635833740234
292,291.0927734375,290.7565002441406,282.42889404296875
12,9.577500343322754,9.577808380126953,9.578695297241211
341,336.4490966796875,335.6534729003906,327.6441345214844
72,67.88477325439453,67.89334869384766,67.91844177246094
205,200.16163635253906,200.30349731445312,201.4395751953125
68,63.84330749511719,63.86575698852539,63.947044372558594
90,87.83277893066406,87.84441375732422,87.87810516357422
222,216.65478515625,216.9261016845703,218.0216827392578
136,130.4016876220703,130.5902099609375,132.2444305419922
59,55.260498046875,55.275699615478516,55.3211669921875
56,51.86655044555664,51.87896728515625,51.91645050048828
55,50.986724853515625,51.01911926269531,51.113914489746094
117,115.93231964111328,115.9411849975586,115.7774429321289
90,87.14807891845703,87.17772674560547,87.26847839355469
143,137.6072235107422,137.73086547851562,138.19529724121094
301,299.2296142578125,299.1786193847656,290.5447082519531
344,342.2576599121094,337.86285400390625,348.3460693359375
34,32.22245407104492,32.2283821105957,32.2453498840332
111,109.5313491821289,109.4910888671875,108.33602905273438
89,83.90510559082031,83.94216918945312,84.05408477783203
165,161.48948669433594,161.52459716796875,161.58892822265625
35,34.02940368652344,34.030277252197266,34.03305435180664
42,40.14117431640625,40.148555755615234,40.17010498046875
84,76.46470642089844,76.48848724365234,76.56147766113281
208,200.4206085205078,200.66505432128906,205.87783813476562
28,24.98973846435547,24.99298858642578,25.002178192138672
205,198.38235473632812,198.6485595703125,199.6389617919922
153,147.6754150390625,147.7334747314453,147.83099365234375
47,42.32249069213867,42.33209991455078,42.360965728759766
107,100.13384246826172,100.19950866699219,100.38655090332031
118,114.28563690185547,114.3355941772461,113.7385025024414
153,148.51593017578125,148.80868530273438,149.13107299804688
47,45.85206604003906,45.85887908935547,45.879920959472656
146,140.73289489746094,140.7957000732422,140.9862060546875
25,23.686962127685547,23.6873722076416,23.68895149230957
38,36.15824890136719,36.16007614135742,36.165283203125
85,83.90059661865234,83.90553283691406,83.9205322265625
88,83.58338165283203,83.6081314086914,83.68314361572266
178,170.97125244140625,171.17738342285156,171.5157928466797
65,60.854976654052734,60.87047576904297,60.915042877197266
34,32.316680908203125,32.31747055053711,32.319637298583984
229,228.46275329589844,228.54708862304688,228.01348876953125
35,29.306884765625,29.31892204284668,29.355224609375
26,22.823884963989258,22.82866668701172,22.842117309570312
191,184.2934112548828,185.8192901611328,185.3007049560547
102,96.01622772216797,96.0364761352539,96.09770202636719
125,122.4002914428711,122.41719055175781,122.49112701416016
82,80.303466796875,80.29886627197266,80.33159637451172
120,116.30751037597656,116.4469223022461,117.11320495605469
153,151.28976440429688,151.11631774902344,151.03111267089844
23,21.64350700378418,21.643901824951172,21.645221710205078
113,110.83671569824219,110.86248779296875,110.92548370361328
103,102.16069793701172,102.17889404296875,101.66667175292969
148,146.0870361328125,146.12913513183594,147.0818634033203
53,51.15790557861328,51.160072326660156,51.16981887817383
299,296.8854064941406,292.84503173828125,305.7720642089844
23,21.15288543701172,21.156591415405273,21.167369842529297
42,37.47200012207031,37.48002624511719,37.503448486328125
61,56.18209457397461,56.19070053100586,56.21578598022461
50,46.19145202636719,46.1988639831543,46.221214294433594
148,142.10511779785156,142.1796112060547,142.3209228515625
37,31.42183494567871,31.43218231201172,31.463953018188477
188,180.34971618652344,180.5882568359375,180.21084594726562
23,21.02170181274414,21.023588180541992,21.029340744018555
274,264.7789611816406,264.9086608886719,265.58441162109375
257,254.95094299316406,254.98338317871094,255.13072204589844
114,113.78253173828125,113.7822265625,111.9577407836914
32,29.242015838623047,29.2522029876709,29.282337188720703
27,23.04178810119629,23.04710578918457,23.06279182434082
83,79.4876708984375,79.49909973144531,79.52749633789062
81,75.91226196289062,75.95032501220703,75.58943176269531
355,345.9807434082031,350.1065979003906,344.3536376953125
95,90.83562469482422,90.858642578125,90.87715911865234
412,410.35906982421875,412.1205139160156,411.44464111328125
22,19.48274803161621,19.48500633239746,19.49158477783203
118,114.45352935791016,114.51006317138672,114.5377197265625
123,118.5085678100586,118.52652740478516,118.57804107666016
152,147.35617065429688,147.4147491455078,147.98851013183594
21,18.951719284057617,18.954519271850586,18.962411880493164
53,49.65122985839844,49.654266357421875,49.6638069152832
359,348.4449157714844,349.502197265625,350.3557434082031
175,168.7203826904297,168.87791442871094,167.99639892578125
85,81.96366119384766,81.98710632324219,82.05615997314453
220,213.17222595214844,213.38497924804688,213.8856964111328
266,260.9272766113281,260.33990478515625,274.0853576660156
65,59.56925964355469,59.61295700073242,59.75032424926758
60,53.55293273925781,53.59562301635742,53.73439407348633
54,50.62940216064453,50.63526916503906,50.65302658081055
136,128.3667755126953,128.40870666503906,128.52349853515625
81,77.36544036865234,77.3958969116211,77.34329986572266
34,30.43462562561035,30.437654495239258,30.44642448425293
235,226.26080322265625,226.51686096191406,227.67117309570312
49,44.707908630371094,44.717018127441406,44.74435043334961
234,226.6564178466797,227.30255126953125,228.96446228027344
94,91.85077667236328,91.85479736328125,91.67408752441406
69,63.72031784057617,63.783485412597656,64.35787200927734
106,103.7560043334961,103.75933837890625,103.64029693603516
108,105.06788635253906,105.08832550048828,104.82485961914062
43,41.255428314208984,41.2662467956543,41.29741668701172
20,18.482192993164062,18.4841251373291,18.490009307861328
154,151.18797302246094,151.4257354736328,151.1204833984375
50,45.08430862426758,45.0991096496582,45.141624450683594
41,38.011505126953125,38.01820373535156,38.038551330566406
115,111.26931762695312,111.32341003417969,111.4743423461914
281,275.577880859375,275.86737060546875,279.1834716796875
29,25.866065979003906,25.86699676513672,25.869579315185547
63,58.70550537109375,58.71136474609375,58.72802734375
88,84.31654357910156,84.33218383789062,84.37667846679688
155,149.5501708984375,149.67587280273438,149.1801300048828
86,79.47987365722656,79.56548309326172,79.85651397705078
167,158.5624542236328,158.68153381347656,158.82688903808594
64,61.377098083496094,61.38364791870117,61.40188980102539
230,222.2135009765625,222.4435577392578,224.0246124267578
96,89.76553344726562,89.79511260986328,89.87812042236328
318,306.57757568359375,307.4781188964844,316.4102783203125
54,49.76152420043945,49.7734260559082,49.81067657470703
211,208.61776733398438,208.64781188964844,209.6174774169922
100,95.00914764404297,95.03435516357422,95.10961151123047
264,261.3282165527344,261.14892578125,252.22286987304688
46,42.28969192504883,42.29559326171875,42.31319046020508
55,51.155494689941406,51.15945053100586,51.170448303222656
32,29.90004539489746,29.90099334716797,29.90353775024414
58,56.854644775390625,56.85932922363281,56.90436553955078
45,42.39372253417969,42.39581298828125,42.40251159667969
79,71.233642578125,71.2513656616211,71.30297088623047
37,34.27629852294922,34.279014587402344,34.286705017089844
20,18.581409454345703,18.58190155029297,18.58355140686035
14,12.658449172973633,12.65924072265625,12.661436080932617
30,27.346954345703125,27.349210739135742,27.356224060058594
138,132.18687438964844,132.32962036132812,129.80531311035156
87,83.41940307617188,83.4311294555664,83.46600341796875
47,39.810325622558594,39.833045959472656,39.901947021484375
60,56.7907829284668,56.806365966796875,56.85401916503906
137,135.88711547851562,135.87803649902344,137.74542236328125
43,42.00874328613281,42.010684967041016,42.015655517578125
336,334.0731506347656,334.70721435546875,331.2090148925781
131,127.65138244628906,127.70027923583984,127.84593200683594
111,104.166748046875,104.2585220336914,104.739990234375
166,164.46914672851562,164.47764587402344,162.66891479492188
31,28.15810775756836,28.16236686706543,28.174755096435547
55,51.2998161315918,51.3284797668457,51.37936019897461
152,147.48313903808594,147.5157012939453,147.50889587402344
130,127.661865234375,127.6767807006836,127.76231384277344
196,185.086181640625,185.24684143066406,185.7808074951172
80,78.5972900390625,78.59805297851562,78.60163879394531
139,136.74461364746094,136.7530059814453,138.20762634277344
139,136.05210876464844,136.0789031982422,135.23858642578125
227,218.6957550048828,219.20907592773438,218.4940185546875
51,46.242759704589844,46.25114059448242,46.276527404785156
293,282.7447204589844,283.1568298339844,286.6412048339844
62,58.98783493041992,58.99711227416992,59.024314880371094
28,24.121379852294922,24.125396728515625,24.13727378845215
36,32.665191650390625,32.6688232421875,32.67960739135742
78,73.60587310791016,73.64767456054688,73.78191375732422
234,230.04217529296875,230.05978393554688,230.1256103515625
36,31.09734535217285,31.11431312561035,31.16253089904785
33,31.36720848083496,31.368711471557617,31.37329864501953
89,85.03170013427734,85.06021881103516,85.2328109741211
23,21.672439575195312,21.6746883392334,21.681049346923828
85,79.5086441040039,79.51945495605469,79.55130767822266
54,52.4161376953125,52.42119216918945,52.43556213378906
304,297.5423889160156,297.6941833496094,296.4480895996094
27,24.10564422607422,24.107440948486328,24.11299705505371
27,24.661848068237305,24.66437339782715,24.671537399291992
123,121.36186218261719,121.36788940429688,122.57275390625
287,281.4600830078125,281.6679382324219,281.6925964355469
78,73.30364990234375,73.32133483886719,73.3725357055664
165,156.81356811523438,156.88131713867188,157.06724548339844
74,70.16769409179688,70.18604278564453,70.240234375
90,83.49008178710938,83.5374755859375,83.75167083740234
261,258.8109130859375,259.5314636230469,267.4987487792969
43,39.08685302734375,39.091026306152344,39.10365295410156
142,137.03857421875,137.048828125,136.57113647460938
50,46.584197998046875,46.59934997558594,46.64348602294922
156,154.54969787597656,154.58987426757812,153.66448974609375
103,99.9820327758789,100.0373306274414,100.01374816894531
87,86.22608184814453,86.2289047241211,86.22832489013672
72,64.62554168701172,64.6511459350586,64.72882080078125
26,22.4105167388916,22.413206100463867,22.420719146728516
46,41.50333023071289,41.50504684448242,41.51068115234375
83,76.52799224853516,76.5632095336914,76.6710433959961
380,372.0235900878906,369.79779052734375,384.09063720703125
167,164.5476531982422,164.55235290527344,164.4995880126953
81,76.73929595947266,76.77837371826172,76.90082550048828
344,342.25286865234375,341.6442565917969,341.2559509277344
267,256.60772705078125,257.64263916015625,264.2005920410156
166,161.32135009765625,162.5222930908203,163.17860412597656
76,71.96853637695312,71.98090362548828,72.01920318603516
198,187.6571044921875,188.01321411132812,193.6427001953125
283,278.9449462890625,277.17474365234375,287.9190673828125
49,45.42981719970703,45.43503189086914,45.450138092041016
143,141.3303680419922,141.3436737060547,141.46017456054688
15,13.274417877197266,13.27551555633545,13.278682708740234
243,238.54092407226562,238.69850158691406,238.19947814941406
147,137.23875427246094,137.3173828125,136.96343994140625
75,69.52237701416016,69.62620544433594,70.03076934814453
30,29.351829528808594,29.352310180664062,29.34300994873047
201,199.15603637695312,199.36752319335938,203.987548828125
26,22.840991973876953,22.843595504760742,22.851293563842773
81,77.46435546875,77.46895599365234,77.4803466796875
143,141.89151000976562,141.8939666748047,141.7952423095703
96,92.86084747314453,92.80048370361328,95.10194396972656
71,66.56977081298828,66.61134338378906,66.73428344726562
35,31.627962112426758,31.632986068725586,31.647594451904297
13,11.73154067993164,11.731755256652832,11.732522010803223
121,116.5417709350586,116.59071350097656,116.84349822998047
63,54.547607421875,54.5588264465332,54.59268569946289
70,67.2887954711914,67.3455810546875,67.31031799316406
54,50.00455856323242,50.02308654785156,50.046546936035156
174,171.89883422851562,171.90432739257812,171.7512969970703
28,24.37974739074707,24.382823944091797,24.39171028137207
49,47.37398147583008,47.37559509277344,47.37987518310547
261,260.00372314453125,260.53704833984375,252.7198486328125
39,36.336334228515625,36.344207763671875,36.367008209228516
310,301.276611328125,301.6611328125,306.69805908203125
42,39.22423553466797,39.22663879394531,39.2337532043457
26,22.763572692871094,22.765380859375,22.770662307739258
55,50.18229675292969,50.19098663330078,50.21665573120117
195,190.47923278808594,190.84727478027344,193.44415283203125
191,182.4563446044922,183.0439453125,183.67025756835938
121,115.77689361572266,115.84220886230469,116.20311737060547
300,295.5788879394531,295.7677307128906,289.8863525390625
152,145.32476806640625,145.4239044189453,144.97592163085938
38,34.42112350463867,34.42441940307617,34.43402099609375
174,172.0093994140625,172.69371032714844,172.005615234375
95,89.40332794189453,89.47647094726562,89.65564727783203
42,41.32134246826172,41.32211685180664,41.324405670166016
43,40.90938949584961,40.91022491455078,40.91266632080078
185,177.0271759033203,177.15408325195312,177.49192810058594
62,60.10539245605469,60.1096305847168,60.12189865112305
107,101.8986587524414,101.97354888916016,102.45545959472656
107,101.15461730957031,101.15983581542969,101.17153930664062
158,154.73883056640625,155.0296630859375,153.23129272460938
19,15.886847496032715,15.887725830078125,15.890301704406738
47,42.98851776123047,43.00093460083008,43.038150787353516
204,201.4835662841797,201.41775512695312,208.4132080078125
27,24.787792205810547,24.789962768554688,24.796283721923828
87,80.13255310058594,80.16070556640625,80.2454605102539
62,58.56557846069336,58.583763122558594,58.63774490356445
54,51.533626556396484,51.540931701660156,51.55242156982422
116,107.01512908935547,107.02159881591797,107.03976440429688
118,115.6263198852539,115.90591430664062,119.1614990234375
269,265.94281005859375,266.03662109375,267.94244384765625
347,344.67938232421875,344.8816223144531,347.07879638671875
130,128.97637939453125,129.0561065673828,130.33091735839844
267,261.4000549316406,263.0492248535156,265.5306701660156
99,89.56306457519531,89.6011962890625,89.81594848632812
151,149.85501098632812,149.8975067138672,150.03665161132812
104,99.33560180664062,99.3592529296875,99.42752838134766
45,39.93812942504883,39.94719696044922,39.97285079956055
50,48.45339584350586,48.454280853271484,48.457054138183594
84,80.60623931884766,80.63580322265625,80.72325897216797
118,112.40328216552734,112.46913146972656,112.568115234375
